league,season,team,avg_scored_home,avg_conceded_home,home_win_pct,home_close_match_pct,avg_scored_away,avg_conceded_away,away_win_pct,away_close_match_pct,overall_avg_conceded,players_used,avg_age,goals,goals_per90,assists,assists_per90,goals_and_assists,goals_and_assists_per90,goals_excluding_pk,goals_excluding_pk_per90,penalty_kicks,penalty_attempts,yellow_cards,red_cards,goals_and_assists_excl_pk
La Liga,2022-2023,BETIS,1.37,0.95,47.37,47.37,1.05,1.21,42.11,63.16,1.08,30,28.6,43,1.13,26,0.68,69,1.82,35,0.92,8,9,83,15.0,1.61
La Liga,2022-2023,CELTA VIGO,1.37,1.11,36.84,47.37,0.89,1.68,21.05,42.11,1.39,26,26.7,41,1.08,31,0.82,72,1.89,39,1.03,2,3,85,6.0,1.84
La Liga,2022-2023,CÁDIZ,1.0,1.21,36.84,31.58,0.58,1.58,15.79,26.32,1.39,38,29.1,29,0.76,20,0.53,49,1.29,25,0.66,4,5,116,7.0,1.18
La Liga,2022-2023,ELCHE,0.95,1.53,15.79,36.84,0.63,2.0,10.53,36.84,1.76,32,28.3,30,0.79,21,0.55,51,1.34,26,0.68,4,5,99,12.0,1.24
La Liga,2022-2023,ESPANYOL,1.42,1.84,21.05,42.11,1.32,1.79,21.05,47.37,1.82,33,27.6,51,1.34,31,0.82,82,2.16,46,1.21,5,5,99,10.0,2.03
La Liga,2022-2023,GETAFE,1.11,1.05,36.84,52.63,0.68,1.32,15.79,42.11,1.18,25,27.4,34,0.89,21,0.55,55,1.45,29,0.76,5,8,126,9.0,1.32
La Liga,2022-2023,GIRONA,1.84,1.37,52.63,57.89,1.21,1.53,15.79,52.63,1.45,29,26.0,55,1.45,41,1.08,96,2.53,47,1.24,8,9,92,3.0,2.32
La Liga,2022-2023,MALLORCA,1.16,0.63,52.63,57.89,0.79,1.63,21.05,36.84,1.13,31,27.7,36,0.95,27,0.71,63,1.66,32,0.84,4,5,120,5.0,1.55
La Liga,2022-2023,OSASUNA,1.26,1.11,57.89,52.63,0.68,1.11,21.05,47.37,1.11,26,27.5,36,0.95,30,0.79,66,1.74,32,0.84,4,5,93,7.0,1.63
La Liga,2022-2023,RAYO VALLECANO,1.47,1.16,47.37,52.63,0.89,1.63,21.05,42.11,1.39,28,27.9,41,1.08,29,0.76,70,1.84,37,0.97,4,8,90,6.0,1.74
La Liga,2022-2023,REAL MADRID,2.32,0.84,68.42,26.32,1.63,1.05,57.89,47.37,0.95,26,27.4,73,1.92,56,1.47,129,3.39,64,1.68,9,12,72,3.0,3.16
La Liga,2022-2023,REAL SOCIEDAD,1.37,0.84,57.89,36.84,1.32,1.0,52.63,52.63,0.92,30,25.9,47,1.24,36,0.95,83,2.18,45,1.18,2,4,90,2.0,2.13
La Liga,2022-2023,SEVILLA,1.26,1.32,36.84,47.37,1.21,1.53,31.58,36.84,1.42,35,28.7,47,1.24,31,0.82,78,2.05,43,1.13,4,5,121,13.0,1.95
La Liga,2022-2023,VALENCIA,1.42,1.0,42.11,52.63,0.79,1.37,15.79,63.16,1.18,28,24.2,40,1.05,23,0.61,63,1.66,35,0.92,5,8,93,8.0,1.53
La Liga,2022-2023,VALLADOLID,1.11,1.32,42.11,42.11,0.63,2.0,15.79,47.37,1.66,36,27.4,32,0.84,24,0.63,56,1.47,29,0.76,3,4,94,6.0,1.39
La Liga,2022-2023,VILLARREAL,1.89,0.95,63.16,42.11,1.21,1.16,36.84,42.11,1.05,32,28.4,57,1.5,33,0.87,90,2.37,53,1.39,4,7,91,4.0,2.26
La Liga,2023-2024,ALAVÉS,1.21,1.0,47.37,47.37,0.68,1.42,15.79,36.84,1.21,30,25.6,33,0.87,28,0.74,61,1.61,30,0.79,3,7,84,1.0,1.53
La Liga,2023-2024,ALMERÍA,1.16,1.89,5.26,15.79,1.11,2.05,10.53,63.16,1.97,35,25.6,42,1.11,25,0.66,67,1.76,40,1.05,2,2,93,6.0,1.71
La Liga,2023-2024,ATHLETIC CLUB,2.21,0.95,63.16,21.05,1.0,1.0,36.84,26.32,0.97,27,27.3,59,1.55,41,1.08,100,2.63,56,1.47,3,5,80,5.0,2.55
La Liga,2023-2024,ATLÉTICO MADRID,2.21,1.16,84.21,47.37,1.47,1.11,42.11,36.84,1.13,27,29.2,68,1.79,48,1.26,116,3.05,63,1.66,5,6,89,5.0,2.92
La Liga,2023-2024,BARCELONA,2.26,1.11,78.95,52.63,1.89,1.21,57.89,42.11,1.16,29,26.0,76,2.0,55,1.45,131,3.45,70,1.84,6,7,87,2.0,3.29
La Liga,2023-2024,BETIS,1.42,1.0,47.37,36.84,1.11,1.37,26.32,31.58,1.18,35,27.8,46,1.21,31,0.82,77,2.03,44,1.16,2,3,87,3.0,1.97
La Liga,2023-2024,CELTA VIGO,1.11,1.21,31.58,52.63,1.32,1.79,21.05,57.89,1.5,31,26.7,45,1.18,35,0.92,80,2.11,42,1.11,3,5,66,5.0,2.03
La Liga,2023-2024,CÁDIZ,0.84,1.0,26.32,26.32,0.53,1.89,5.26,21.05,1.45,34,28.5,25,0.66,17,0.45,42,1.11,22,0.58,3,3,107,7.0,1.03
La Liga,2023-2024,GETAFE,1.05,1.16,42.11,47.37,1.16,1.68,10.53,31.58,1.42,33,27.3,42,1.11,27,0.71,69,1.82,36,0.95,6,7,135,10.0,1.66
La Liga,2023-2024,GIRONA,2.79,1.05,78.95,31.58,1.68,1.37,52.63,42.11,1.21,25,26.1,84,2.21,64,1.68,148,3.89,77,2.03,7,8,75,1.0,3.71
La Liga,2023-2024,GRANADA,1.26,1.68,21.05,31.58,0.74,2.47,0.0,36.84,2.08,40,26.7,35,0.92,27,0.71,62,1.63,30,0.79,5,8,98,4.0,1.5
La Liga,2023-2024,LAS PALMAS,1.05,1.05,31.58,36.84,0.68,1.42,21.05,52.63,1.24,29,25.5,33,0.87,23,0.61,56,1.47,30,0.79,3,5,84,5.0,1.39
La Liga,2023-2024,MALLORCA,0.89,0.84,31.58,57.89,0.84,1.47,10.53,42.11,1.16,25,28.7,33,0.87,27,0.71,60,1.58,32,0.84,1,3,105,4.0,1.55
La Liga,2023-2024,OSASUNA,1.0,1.37,31.58,31.58,1.37,1.58,31.58,36.84,1.47,29,27.7,45,1.18,32,0.84,77,2.03,41,1.08,4,5,78,5.0,1.92
La Liga,2023-2024,RAYO VALLECANO,0.95,1.37,21.05,36.84,0.58,1.16,21.05,31.58,1.26,26,29.4,29,0.76,12,0.32,41,1.08,23,0.61,6,6,108,5.0,0.92
La Liga,2023-2024,REAL MADRID,2.53,0.47,84.21,31.58,2.05,0.89,68.42,31.58,0.68,27,27.4,85,2.24,66,1.74,151,3.97,83,2.18,2,5,69,4.0,3.92
La Liga,2023-2024,REAL SOCIEDAD,1.37,1.05,42.11,36.84,1.32,1.0,42.11,47.37,1.03,31,25.8,48,1.26,36,0.95,84,2.21,44,1.16,4,4,98,2.0,2.11
La Liga,2023-2024,SEVILLA,1.42,1.42,31.58,52.63,1.11,1.42,21.05,47.37,1.42,35,28.6,46,1.21,30,0.79,76,2.0,44,1.16,2,2,108,4.0,1.95
La Liga,2023-2024,VALENCIA,1.05,0.74,42.11,47.37,1.05,1.63,26.32,47.37,1.18,29,23.8,39,1.03,24,0.63,63,1.66,31,0.82,8,9,64,5.0,1.45
La Liga,2023-2024,VILLARREAL,1.89,1.68,36.84,52.63,1.53,1.74,36.84,31.58,1.71,32,27.9,64,1.68,47,1.24,111,2.92,59,1.55,5,7,110,8.0,2.79
Ligue 1,2010-2011,ARLES-AVIGNON,0.74,1.63,10.53,42.11,0.37,2.05,5.26,26.32,1.84,34,27.5,21,0.55,17,0.45,38,1.0,20,0.53,1,1,71,8.0,0.97
Ligue 1,2010-2011,AUXERRE,1.37,0.95,31.58,31.58,1.0,1.21,21.05,26.32,1.08,25,26.8,44,1.16,28,0.74,72,1.89,42,1.11,2,2,73,0.0,1.84
Ligue 1,2010-2011,BORDEAUX,1.16,0.89,42.11,31.58,1.11,1.32,21.05,31.58,1.11,31,26.4,41,1.08,27,0.71,68,1.79,36,0.95,5,7,78,3.0,1.66
Ligue 1,2010-2011,BREST,1.11,0.89,31.58,15.79,0.79,1.37,26.32,26.32,1.13,25,26.9,36,0.95,24,0.63,60,1.58,31,0.82,5,7,50,0.0,1.45
Ligue 1,2010-2011,CAEN,1.16,1.32,31.58,26.32,1.26,1.37,26.32,42.11,1.34,26,25.6,46,1.21,32,0.84,78,2.05,45,1.18,1,1,84,4.0,2.03
Ligue 1,2010-2011,LENS,1.05,1.37,26.32,47.37,0.79,1.68,10.53,10.53,1.53,31,27.0,32,0.84,22,0.58,54,1.42,31,0.82,1,2,54,3.0,1.39
Ligue 1,2010-2011,LILLE,2.11,0.89,68.42,31.58,1.47,1.0,42.11,36.84,0.95,22,25.7,66,1.74,45,1.18,111,2.92,64,1.68,2,4,54,1.0,2.87
Ligue 1,2010-2011,LORIENT,1.42,0.68,42.11,26.32,1.0,1.84,21.05,26.32,1.26,27,25.6,46,1.21,31,0.82,77,2.03,42,1.11,4,4,53,6.0,1.92
Ligue 1,2010-2011,LYON,1.84,0.63,57.89,31.58,1.37,1.47,31.58,26.32,1.05,26,25.5,58,1.53,40,1.05,98,2.58,56,1.47,2,4,61,8.0,2.53
Ligue 1,2010-2011,MARSEILLE,1.79,1.0,52.63,42.11,1.47,1.05,42.11,47.37,1.03,24,26.7,60,1.58,41,1.08,101,2.66,58,1.53,2,3,61,4.0,2.61
Ligue 1,2010-2011,MONACO,0.84,0.89,26.32,26.32,1.05,1.21,21.05,31.58,1.05,34,25.5,34,0.89,18,0.47,52,1.37,30,0.79,4,5,78,4.0,1.26
Ligue 1,2010-2011,MONTPELLIER,1.11,1.05,36.84,52.63,0.58,1.21,26.32,36.84,1.13,25,25.8,32,0.84,23,0.61,55,1.45,29,0.76,3,4,83,8.0,1.37
Ligue 1,2010-2011,NANCY,1.21,1.11,42.11,31.58,1.05,1.42,26.32,52.63,1.26,26,26.9,41,1.08,27,0.71,68,1.79,39,1.03,2,4,69,7.0,1.74
Ligue 1,2010-2011,NICE,1.16,1.16,47.37,47.37,0.58,1.37,10.53,21.05,1.26,32,25.7,31,0.82,24,0.63,55,1.45,29,0.76,2,4,80,4.0,1.39
Ligue 1,2010-2011,PARIS S-G,1.74,1.05,47.37,36.84,1.21,1.11,31.58,36.84,1.08,25,28.1,51,1.34,35,0.92,86,2.26,48,1.26,3,3,60,4.0,2.18
Ligue 1,2010-2011,RENNES,1.16,0.68,47.37,36.84,0.84,1.16,31.58,47.37,0.92,27,24.9,37,0.97,24,0.63,61,1.61,32,0.84,5,6,58,5.0,1.47
Ligue 1,2010-2011,SAINT-ÉTIENNE,1.53,1.32,36.84,31.58,0.89,1.16,26.32,47.37,1.24,26,26.3,44,1.16,21,0.55,65,1.71,40,1.05,4,5,65,2.0,1.61
Ligue 1,2010-2011,SOCHAUX,1.89,0.89,63.16,36.84,1.26,1.37,26.32,57.89,1.13,25,24.8,58,1.53,44,1.16,102,2.68,55,1.45,3,3,49,4.0,2.61
Ligue 1,2010-2011,TOULOUSE,1.0,0.68,42.11,47.37,1.0,1.21,31.58,42.11,0.95,26,24.1,36,0.95,23,0.61,59,1.55,32,0.84,4,5,62,2.0,1.45
Ligue 1,2010-2011,VALENCIENNES,1.47,0.89,42.11,36.84,0.89,1.26,10.53,36.84,1.08,26,26.9,45,1.18,35,0.92,80,2.11,44,1.16,1,2,68,2.0,2.08
Ligue 1,2011-2012,AJACCIO,1.16,1.26,31.58,31.58,0.95,1.95,15.79,10.53,1.61,25,27.4,39,1.03,23,0.61,62,1.63,35,0.92,4,6,95,9.0,1.53
Ligue 1,2011-2012,AUXERRE,1.58,1.47,31.58,15.79,0.84,1.53,5.26,42.11,1.5,29,27.0,46,1.21,28,0.74,74,1.95,45,1.18,1,1,87,5.0,1.92
Ligue 1,2011-2012,BORDEAUX,1.32,0.74,47.37,36.84,1.47,1.42,36.84,36.84,1.08,26,26.7,53,1.39,30,0.79,83,2.18,46,1.21,7,9,64,4.0,2.0
Ligue 1,2011-2012,BREST,1.16,0.89,36.84,36.84,0.47,1.11,5.26,42.11,1.0,31,27.4,31,0.82,15,0.39,46,1.21,27,0.71,4,6,73,5.0,1.11
Ligue 1,2011-2012,CAEN,1.05,1.32,31.58,47.37,1.0,1.79,15.79,26.32,1.55,23,26.3,39,1.03,21,0.55,60,1.58,33,0.87,6,6,72,6.0,1.42
Ligue 1,2011-2012,DIJON,1.21,1.37,31.58,31.58,0.79,1.95,15.79,31.58,1.66,29,24.4,38,1.0,19,0.5,57,1.5,35,0.92,3,4,82,7.0,1.42
Ligue 1,2011-2012,EVIAN,1.53,1.53,47.37,47.37,1.32,1.37,21.05,21.05,1.45,28,27.1,52,1.37,26,0.68,78,2.05,47,1.24,5,6,83,5.0,1.92
Ligue 1,2011-2012,LILLE,2.53,1.21,63.16,26.32,1.26,0.84,47.37,36.84,1.03,24,27.0,70,1.84,42,1.11,112,2.95,58,1.53,12,13,68,4.0,2.63
Ligue 1,2011-2012,LORIENT,1.05,0.74,42.11,47.37,0.79,1.84,5.26,31.58,1.29,33,25.8,34,0.89,22,0.58,56,1.47,31,0.82,3,3,67,4.0,1.39
Ligue 1,2011-2012,LYON,2.32,1.42,68.42,52.63,1.05,1.26,31.58,42.11,1.34,28,25.5,62,1.63,35,0.92,97,2.55,56,1.47,6,6,62,6.0,2.39
Ligue 1,2011-2012,MARSEILLE,1.37,0.79,42.11,26.32,1.0,1.37,21.05,57.89,1.08,24,26.3,44,1.16,30,0.79,74,1.95,41,1.08,3,4,74,5.0,1.87
Ligue 1,2011-2012,MONTPELLIER,1.95,0.58,84.21,47.37,1.63,1.21,47.37,42.11,0.89,23,26.3,65,1.71,36,0.95,101,2.66,58,1.53,7,10,71,7.0,2.47
Ligue 1,2011-2012,NANCY,1.26,1.26,31.58,36.84,0.74,1.26,26.32,47.37,1.26,31,25.6,37,0.97,26,0.68,63,1.66,34,0.89,3,4,60,2.0,1.58
Ligue 1,2011-2012,NICE,1.11,0.68,36.84,21.05,0.95,1.74,15.79,52.63,1.21,31,26.0,38,1.0,21,0.55,59,1.55,31,0.82,7,9,70,7.0,1.37
Ligue 1,2011-2012,PARIS S-G,2.21,0.84,73.68,36.84,1.74,1.32,47.37,42.11,1.08,24,26.9,74,1.95,53,1.39,127,3.34,64,1.68,10,10,81,4.0,3.08
Ligue 1,2011-2012,RENNES,1.58,1.0,42.11,31.58,1.21,1.32,47.37,36.84,1.16,27,24.1,52,1.37,35,0.92,87,2.29,46,1.21,6,7,68,3.0,2.13
Ligue 1,2011-2012,SAINT-ÉTIENNE,1.42,1.05,47.37,47.37,1.16,1.32,36.84,42.11,1.18,30,25.1,45,1.18,31,0.82,76,2.0,43,1.13,2,2,72,5.0,1.95
Ligue 1,2011-2012,SOCHAUX,1.11,1.26,42.11,47.37,1.0,1.89,15.79,42.11,1.58,31,24.9,38,1.0,21,0.55,59,1.55,35,0.92,3,3,50,7.0,1.47
Ligue 1,2011-2012,TOULOUSE,1.05,0.58,52.63,42.11,0.89,1.21,26.32,31.58,0.89,26,23.9,35,0.92,22,0.58,57,1.5,32,0.84,3,5,76,8.0,1.42
Ligue 1,2011-2012,VALENCIENNES,1.53,0.84,57.89,47.37,0.58,1.79,5.26,42.11,1.32,26,26.5,38,1.0,19,0.5,57,1.5,33,0.87,5,6,67,4.0,1.37
Ligue 1,2012-2013,AJACCIO,1.0,1.05,36.84,36.84,1.05,1.63,10.53,15.79,1.34,28,28.5,37,0.97,22,0.58,59,1.55,33,0.87,4,5,73,7.0,1.45
Ligue 1,2012-2013,BASTIA,1.58,1.37,47.37,42.11,1.05,2.11,21.05,36.84,1.74,29,27.8,49,1.29,32,0.84,81,2.13,44,1.16,5,7,83,7.0,2.0
Ligue 1,2012-2013,BORDEAUX,1.16,1.0,42.11,36.84,0.95,0.79,26.32,36.84,0.89,26,27.0,39,1.03,29,0.76,68,1.79,37,0.97,2,4,66,3.0,1.74
Ligue 1,2012-2013,BREST,0.89,1.37,26.32,47.37,0.79,1.89,15.79,47.37,1.63,33,26.3,31,0.82,19,0.5,50,1.32,26,0.68,5,5,70,4.0,1.18
Ligue 1,2012-2013,EVIAN,1.63,1.32,31.58,15.79,0.79,1.47,21.05,68.42,1.39,30,27.6,44,1.16,32,0.84,76,2.0,41,1.08,3,3,75,3.0,1.92
Ligue 1,2012-2013,LILLE,1.68,0.84,47.37,26.32,1.42,1.26,36.84,26.32,1.05,25,26.9,56,1.47,42,1.11,98,2.58,54,1.42,2,3,59,3.0,2.53
Ligue 1,2012-2013,LORIENT,2.0,1.32,52.63,26.32,1.0,1.74,21.05,36.84,1.53,30,26.5,56,1.47,38,1.0,94,2.47,52,1.37,4,5,52,7.0,2.37
Ligue 1,2012-2013,LYON,1.79,0.89,57.89,26.32,1.42,1.11,42.11,31.58,1.0,31,26.0,59,1.55,33,0.87,92,2.42,50,1.32,9,11,65,6.0,2.18
Ligue 1,2012-2013,MARSEILLE,1.32,0.95,63.16,57.89,0.89,0.95,47.37,52.63,0.95,25,26.4,41,1.08,30,0.79,71,1.87,40,1.05,1,3,53,7.0,1.84
Ligue 1,2012-2013,MONTPELLIER,1.74,0.74,57.89,31.58,1.11,1.95,21.05,42.11,1.34,28,26.6,52,1.37,34,0.89,86,2.26,49,1.29,3,4,67,6.0,2.18
Ligue 1,2012-2013,NANCY,0.89,1.37,26.32,47.37,1.11,1.68,21.05,42.11,1.53,29,25.5,38,1.0,27,0.71,65,1.71,37,0.97,1,2,65,5.0,1.68
Ligue 1,2012-2013,NICE,1.84,0.89,57.89,42.11,1.16,1.53,36.84,21.05,1.21,32,24.9,57,1.5,34,0.89,91,2.39,51,1.34,6,8,65,5.0,2.24
Ligue 1,2012-2013,PARIS S-G,1.79,0.53,68.42,36.84,1.84,0.68,63.16,47.37,0.61,31,26.8,65,1.71,48,1.26,113,2.97,61,1.61,4,4,74,9.0,2.87
Ligue 1,2012-2013,REIMS,1.05,0.68,42.11,47.37,0.68,1.53,10.53,31.58,1.11,26,26.1,30,0.79,18,0.47,48,1.26,27,0.71,3,6,66,6.0,1.18
Ligue 1,2012-2013,RENNES,1.21,1.42,31.58,36.84,1.32,1.68,36.84,31.58,1.55,31,24.8,48,1.26,33,0.87,81,2.13,46,1.21,2,2,46,10.0,2.08
Ligue 1,2012-2013,SAINT-ÉTIENNE,1.89,0.68,57.89,26.32,1.26,1.0,26.32,26.32,0.84,25,25.9,57,1.5,44,1.16,101,2.66,55,1.45,2,3,59,4.0,2.61
Ligue 1,2012-2013,SOCHAUX,1.32,1.37,31.58,57.89,0.84,1.63,21.05,21.05,1.5,27,24.8,39,1.03,29,0.76,68,1.79,37,0.97,2,3,63,3.0,1.74
Ligue 1,2012-2013,TOULOUSE,1.58,1.37,36.84,26.32,1.0,1.11,31.58,42.11,1.24,24,24.1,47,1.24,35,0.92,82,2.16,46,1.21,1,2,64,7.0,2.13
Ligue 1,2012-2013,TROYES,1.32,1.26,31.58,47.37,0.95,1.95,10.53,42.11,1.61,26,26.7,43,1.13,28,0.74,71,1.87,41,1.08,2,3,55,5.0,1.82
Ligue 1,2012-2013,VALENCIENNES,1.68,1.11,47.37,26.32,0.89,1.68,15.79,42.11,1.39,26,26.7,45,1.18,32,0.84,77,2.03,42,1.11,3,4,58,3.0,1.95
Ligue 1,2013-2014,AJACCIO,1.21,1.74,15.79,47.37,0.74,2.05,5.26,26.32,1.89,37,27.1,36,0.95,28,0.74,64,1.68,36,0.95,0,2,72,0.0,1.68
Ligue 1,2013-2014,BASTIA,1.26,0.95,52.63,31.58,0.95,2.0,10.53,21.05,1.47,27,28.7,42,1.11,32,0.84,74,1.95,39,1.03,3,3,67,0.0,1.87
Ligue 1,2013-2014,BORDEAUX,1.63,1.05,52.63,36.84,0.95,1.21,15.79,36.84,1.13,32,26.9,49,1.29,33,0.87,82,2.16,43,1.13,6,6,54,0.0,2.0
Ligue 1,2013-2014,EVIAN,1.32,1.26,36.84,47.37,0.74,1.42,21.05,36.84,1.34,29,26.9,39,1.03,22,0.58,61,1.61,35,0.92,4,5,70,0.0,1.5
Ligue 1,2013-2014,GUINGAMP,1.11,0.84,42.11,47.37,0.68,1.37,15.79,47.37,1.11,25,27.2,32,0.84,25,0.66,57,1.5,28,0.74,4,6,67,0.0,1.39
Ligue 1,2013-2014,LILLE,1.32,0.53,68.42,47.37,1.11,0.84,36.84,42.11,0.68,22,26.9,43,1.13,30,0.79,73,1.92,38,1.0,5,6,58,0.0,1.79
Ligue 1,2013-2014,LORIENT,1.53,1.32,42.11,31.58,1.0,1.47,26.32,52.63,1.39,28,25.6,46,1.21,32,0.84,78,2.05,40,1.05,6,6,49,0.0,1.89
Ligue 1,2013-2014,LYON,1.58,0.79,42.11,26.32,1.37,1.53,47.37,47.37,1.16,28,25.0,56,1.47,36,0.95,92,2.42,55,1.45,1,2,56,0.0,2.39
Ligue 1,2013-2014,MARSEILLE,1.58,1.05,52.63,57.89,1.21,1.05,31.58,26.32,1.05,24,26.4,53,1.39,33,0.87,86,2.26,51,1.34,2,2,60,0.0,2.21
Ligue 1,2013-2014,MONACO,1.68,0.74,63.16,42.11,1.63,0.89,57.89,31.58,0.82,29,26.4,62,1.63,48,1.26,110,2.89,58,1.53,4,5,64,0.0,2.79
Ligue 1,2013-2014,MONTPELLIER,1.16,1.0,26.32,26.32,1.21,1.79,15.79,10.53,1.39,26,26.0,44,1.16,23,0.61,67,1.76,41,1.08,3,5,64,0.0,1.68
Ligue 1,2013-2014,NANTES,1.0,1.0,36.84,52.63,1.0,1.26,26.32,26.32,1.13,28,25.7,36,0.95,25,0.66,61,1.61,36,0.95,0,2,56,0.0,1.61
Ligue 1,2013-2014,NICE,1.16,0.84,52.63,57.89,0.42,1.47,10.53,36.84,1.16,29,24.6,30,0.79,17,0.45,47,1.24,28,0.74,2,3,60,0.0,1.18
Ligue 1,2013-2014,PARIS S-G,2.68,0.37,78.95,10.53,1.74,0.84,63.16,36.84,0.61,23,26.6,79,2.08,46,1.21,125,3.29,70,1.84,9,10,61,0.0,3.05
Ligue 1,2013-2014,REIMS,1.37,1.37,36.84,31.58,0.95,1.37,26.32,47.37,1.37,25,26.5,43,1.13,27,0.71,70,1.84,40,1.05,3,4,58,0.0,1.76
Ligue 1,2013-2014,RENNES,1.26,1.21,26.32,21.05,1.21,1.16,31.58,36.84,1.18,32,25.5,47,1.24,26,0.68,73,1.92,45,1.18,2,4,50,,1.87
Ligue 1,2013-2014,SAINT-ÉTIENNE,1.89,0.79,63.16,31.58,1.05,1.0,42.11,47.37,0.89,26,26.9,55,1.45,32,0.84,87,2.29,51,1.34,4,5,69,,2.18
Ligue 1,2013-2014,SOCHAUX,1.05,0.95,42.11,15.79,0.89,2.26,10.53,42.11,1.61,36,25.2,35,0.92,24,0.63,59,1.55,33,0.87,2,2,73,0.0,1.5
Ligue 1,2013-2014,TOULOUSE,1.21,1.37,26.32,21.05,1.21,1.42,36.84,47.37,1.39,28,24.2,44,1.16,32,0.84,76,2.0,41,1.08,3,6,80,,1.92
Ligue 1,2013-2014,VALENCIENNES,1.21,1.63,21.05,57.89,0.74,1.79,15.79,42.11,1.71,26,26.7,35,0.92,23,0.61,58,1.53,31,0.82,4,7,62,0.0,1.42
Ligue 1,2014-2015,BASTIA,1.26,0.95,42.11,31.58,0.68,1.47,21.05,36.84,1.21,31,27.2,35,0.92,20,0.53,55,1.45,30,0.79,5,5,80,0.0,1.32
Ligue 1,2014-2015,BORDEAUX,1.63,1.21,63.16,63.16,0.84,1.11,26.32,42.11,1.16,30,26.2,46,1.21,34,0.89,80,2.11,38,1.0,8,8,66,0.0,1.89
Ligue 1,2014-2015,CAEN,1.37,1.32,36.84,47.37,1.47,1.58,26.32,36.84,1.45,23,27.2,51,1.34,34,0.89,85,2.24,45,1.18,6,6,45,0.0,2.08
Ligue 1,2014-2015,EVIAN,1.05,1.32,36.84,57.89,1.11,1.95,21.05,47.37,1.63,29,26.8,37,0.97,25,0.66,62,1.63,36,0.95,1,2,70,0.0,1.61
Ligue 1,2014-2015,GUINGAMP,1.21,1.32,47.37,57.89,0.95,1.58,31.58,52.63,1.45,28,28.3,40,1.05,26,0.68,66,1.74,33,0.87,7,7,62,0.0,1.55
Ligue 1,2014-2015,LENS,0.74,1.26,26.32,36.84,0.95,1.95,10.53,36.84,1.61,27,26.0,32,0.84,19,0.5,51,1.34,27,0.71,5,8,76,,1.21
Ligue 1,2014-2015,LILLE,1.37,0.63,57.89,31.58,0.89,1.58,26.32,52.63,1.11,27,26.4,42,1.11,28,0.74,70,1.84,37,0.97,5,8,63,0.0,1.71
Ligue 1,2014-2015,LORIENT,0.89,0.89,31.58,47.37,1.42,1.74,31.58,42.11,1.32,32,24.8,41,1.08,27,0.71,68,1.79,36,0.95,5,5,56,0.0,1.66
Ligue 1,2014-2015,LYON,2.11,0.58,73.68,31.58,1.68,1.16,42.11,26.32,0.87,26,24.6,69,1.82,47,1.24,116,3.05,60,1.58,9,12,64,0.0,2.82
Ligue 1,2014-2015,MARSEILLE,2.11,1.16,68.42,42.11,1.89,1.05,42.11,42.11,1.11,25,25.6,72,1.89,45,1.18,117,3.08,70,1.84,2,4,69,0.0,3.03
Ligue 1,2014-2015,METZ,1.37,1.68,31.58,42.11,0.26,1.53,5.26,21.05,1.61,31,26.3,31,0.82,17,0.45,48,1.26,23,0.61,8,10,76,,1.05
Ligue 1,2014-2015,MONACO,1.21,0.53,42.11,26.32,1.47,0.84,63.16,47.37,0.68,27,25.5,50,1.32,35,0.92,85,2.24,45,1.18,5,7,63,0.0,2.11
Ligue 1,2014-2015,MONTPELLIER,1.58,1.11,57.89,47.37,0.84,0.95,26.32,42.11,1.03,26,27.3,45,1.18,32,0.84,77,2.03,42,1.11,3,6,51,0.0,1.95
Ligue 1,2014-2015,NANTES,0.89,0.89,36.84,52.63,0.63,1.21,21.05,47.37,1.05,27,26.3,26,0.68,17,0.45,43,1.13,22,0.58,4,6,73,0.0,1.03
Ligue 1,2014-2015,NICE,1.11,1.26,31.58,47.37,1.21,1.53,36.84,63.16,1.39,30,24.0,44,1.16,29,0.76,73,1.92,40,1.05,4,4,89,0.0,1.82
Ligue 1,2014-2015,PARIS S-G,2.74,0.74,78.95,21.05,1.63,1.16,47.37,36.84,0.95,23,26.8,80,2.11,55,1.45,135,3.55,67,1.76,13,14,66,0.0,3.21
Ligue 1,2014-2015,REIMS,1.26,1.53,42.11,42.11,1.21,1.95,21.05,31.58,1.74,30,27.0,45,1.18,31,0.82,76,2.0,42,1.11,3,3,79,0.0,1.92
Ligue 1,2014-2015,RENNES,1.16,1.16,42.11,31.58,0.68,1.05,26.32,42.11,1.11,22,26.0,34,0.89,28,0.74,62,1.63,33,0.87,1,3,56,,1.61
Ligue 1,2014-2015,SAINT-ÉTIENNE,1.68,0.58,63.16,42.11,1.0,1.0,36.84,47.37,0.79,24,27.1,50,1.32,33,0.87,83,2.18,45,1.18,5,7,70,,2.05
Ligue 1,2014-2015,TOULOUSE,1.47,1.53,42.11,47.37,0.79,1.84,21.05,52.63,1.68,27,24.4,42,1.11,31,0.82,73,1.92,39,1.03,3,3,63,,1.84
Ligue 1,2015-2016,ANGERS,1.05,0.79,31.58,26.32,1.05,1.21,36.84,47.37,1.0,29,27.2,40,1.05,25,0.66,65,1.71,36,0.95,4,5,71,0.0,1.61
Ligue 1,2015-2016,BASTIA,1.21,0.74,57.89,57.89,0.68,1.47,15.79,31.58,1.11,26,28.7,34,0.89,20,0.53,54,1.42,32,0.84,2,2,85,0.0,1.37
